x,y,z
2.57304,-7.53498,-9.955039999999999
12.80603,-8.68471,8.49461
-12.586689999999999,-1.0427799999999998,-10.408669999999999
8.334589999999999,-3.96193,-7.28534
0.3752,6.40416,11.37856
-8.74235,-10.64396,-11.09906
7.64912,-11.5116,0.30451999999999996
8.19992,-2.60955,4.62477
-8.82363,-1.17026,2.16059
10.028360000000001,-0.35677,11.127510000000001
7.62445,-4.32276,8.233189999999999
0.96752,-6.87865,6.6387100000000006
7.4534199999999995,-3.18725,-4.09684
-2.02264,-1.9046599999999998,6.09215
3.9998400000000003,7.49075,12.33203
-6.05124,7.308089999999999,9.20365
1.45528,-12.433539999999999,9.25652
-6.04323,-2.9478400000000002,0.38914
-7.556939999999999,6.564189999999999,-0.87245
8.509139999999999,8.01023,3.6310800000000003
10.73432,-12.5924,-8.41124
-5.2331,-9.14583,-9.27027
5.41287,6.89305,-5.8715
-11.18782,-6.39874,10.90703
5.635190000000001,-6.90465,-8.59339
3.2173700000000003,-4.88534,9.647960000000001
-2.8570900000000004,5.09924,9.022730000000001
3.96234,1.37334,7.07977
-8.915280000000001,3.5964300000000002,-3.5419400000000003
-11.085239999999999,-12.0115,-8.50125
-11.7669,-7.00545,-0.15903
3.0794799999999998,11.52358,-8.050180000000001
-9.673630000000001,5.955419999999999,2.00638
-8.71481,-2.94183,-2.67283
2.03057,-1.47145,-6.003480000000001
-2.85351,1.1528,8.58067
-0.41344,-3.8044,8.4081
1.29752,-3.89341,0.32696
9.71214,-2.95014,-11.09735
10.90813,-3.60676,-4.67587
-5.09585,8.92808,-1.9579099999999998
-7.2431600000000005,-12.62698,0.8422
1.7964099999999998,-10.60068,-2.62372
3.8193599999999996,10.6654,-11.26333
-4.21735,10.98082,-4.58648
-1.36201,11.7313,-8.003960000000001
5.50983,-8.845289999999999,-11.46258
4.92767,6.804889999999999,-10.16488
4.49814,1.8521299999999998,3.55263
-6.7637,12.08962,7.539960000000001
12.40954,-4.78351,2.1440599999999996
0.92732,-0.36675,7.609319999999999
11.0654,8.9576,-9.57117
-8.22113,11.80749,-2.32313
-12.52635,2.43696,-3.7845800000000005
0.35695,12.92601,3.91985
-7.4608,-11.996789999999999,-7.412439999999999
-5.19342,1.19193,1.18713
2.5167200000000003,-9.9366,3.7357699999999996
11.94539,10.04916,3.0592900000000003
6.64997,-8.1208,11.447389999999999
6.13676,5.9907699999999995,5.28534
-9.1145,-6.88353,-2.50988
5.80697,8.97839,0.69929
5.77768,9.94691,5.49637
-8.996319999999999,0.3385,8.84735
12.82922,-11.79672,-11.29747
3.4704699999999997,-12.33256,-5.34579
1.28693,-5.88847,12.281039999999999
4.697780000000001,-2.8646599999999998,5.73665
0.7630100000000001,1.14596,-8.28205
-2.0421400000000003,7.971439999999999,-5.5702
0.6704899999999999,-10.55626,-8.294369999999999
-12.11368,2.8451299999999997,2.0949299999999997
-10.63336,-6.41167,6.97547
-5.4629,-11.22237,-3.6432900000000004
-4.46012,-8.03716,-4.19295
-3.84215,5.31146,-7.621339999999999
-9.32901,10.53157,-6.56076
2.2387599999999996,-12.23846,-12.80022
-8.22749,5.79625,5.14755
-3.61544,-1.9490599999999998,-2.54798
1.20757,9.27163,-4.74334
-2.67556,-3.14205,1.2517399999999999
11.980269999999999,9.28926,-1.94672
6.10964,12.18627,2.50117
-2.01061,-9.18845,-0.23237
-12.553889999999999,-0.0031899999999999997,-6.725169999999999
-1.9000400000000002,-7.10072,10.30151
-10.279530000000001,-9.598460000000001,2.714
11.73746,-4.91374,9.04765
-4.927230000000001,-5.30109,-11.68275
-5.81754,8.49705,-6.78205
5.15945,-0.061739999999999996,-3.15625
7.0307699999999995,12.29415,-10.40322
7.39665,2.0577400000000003,6.35136
-5.21879,5.6635599999999995,-4.1071599999999995
3.8813800000000005,4.00074,10.19181
2.51756,4.95149,6.45506
7.074089999999999,-1.5227,-0.7531899999999999
7.69575,1.0871899999999999,2.4819
5.79387,-10.267339999999999,8.545639999999999
6.8494600000000005,-1.5664200000000001,12.6889
-8.57601,-2.8466,6.12159
3.75907,8.49622,-2.5630900000000003
-6.62692,0.06652999999999999,-2.39505
-0.6461100000000001,-1.62706,-10.54957
-9.68529,-10.60946,-1.16252
4.2548699999999995,-11.192919999999999,-9.1072
10.210280000000001,12.07315,-12.66641
-4.5135,-6.48233,1.18869
7.63972,-8.24269,-5.114380000000001
-1.0416299999999998,-8.7825,-4.39102
0.11742999999999999,6.670139999999999,3.89971
-12.532169999999999,3.2537599999999998,-11.86541
5.75603,-3.26158,-9.50955
10.78693,-6.838439999999999,-6.6176699999999995
-3.58395,-2.32323,9.63926
3.13055,4.27372,-8.18948
9.29037,-8.03635,8.97012
3.5366400000000002,-3.03215,-2.9201900000000003
11.96493,10.654010000000001,10.63544
2.4438,10.55746,1.7448400000000002
-2.43352,-5.55085,-1.82035
2.09896,-4.0288,-10.08308
-3.10561,1.0462799999999999,-8.581389999999999
-8.23878,-2.64297,-8.08123
5.42035,-1.8308900000000001,2.4245
10.34574,-10.296289999999999,-5.65832
-0.62655,-10.175310000000001,11.65692
-1.56761,-4.175590000000001,-8.51562
12.39676,-5.51585,-10.46525
11.34497,3.90275,-5.93939
12.82178,-1.18716,8.888919999999999
9.97589,4.95129,5.78231
-4.5774300000000006,-4.21195,6.97865
-0.8116800000000001,-12.666910000000001,-4.91725
0.21431999999999998,-10.42212,6.5419599999999996
10.37965,4.13539,-9.85011
-12.460939999999999,12.603060000000001,-2.56956
12.65709,-9.67653,-2.7238
-10.64456,7.334689999999999,7.43262
-2.8713,-9.169189999999999,7.8224800000000005
-10.47689,-2.69753,10.6935
1.0991600000000001,-5.8303400000000005,-2.85481
10.92828,0.11422,-3.99597
0.60935,8.1374,-8.17314
7.82207,-9.27058,5.26145
-0.469,0.02401,1.7438200000000001
9.84314,-0.59267,-7.54834
-2.2456,11.25475,2.33081
4.850619999999999,-6.26969,-3.1394
8.82682,7.96917,-1.01043
7.698060000000001,8.87309,-11.64728
10.813310000000001,3.33523,11.3182
-8.63344,11.813189999999999,-11.195839999999999
5.85355,5.25525,2.1252400000000002
7.738239999999999,-6.50378,-0.9962799999999999
-8.147960000000001,-7.214930000000001,12.98652
-0.58683,-0.79405,10.62095
-3.13417,0.6742,4.24065
