,x,y,z
0,-1.911425670039808,0.5118342916939665,0.31153751923377204
1,2.1543372869655735,2.861268171455393,-6.465523855835223
2,-0.696978853818904,1.4756039695517151,-0.5004089345722926
3,-3.3680004109780053,2.9796125242981626,3.1027196106817465
4,0.5930186611354216,2.310170153218977,-3.254400740687176
5,-0.4560696948453705,-0.34557909617199695,0.7915295202968352
6,-2.6092464145979224,-5.213136692857174,8.506394377866664
7,0.2747085410709877,-3.1695048687469174,-2.8630999936194153
8,-6.65518643755744,2.1054640718916406,-8.204579236810547
9,5.395514096364236,2.9746106741468967,-3.073009235480615
10,1.448546222077614,0.3696175081596827,-1.0866572359628976
11,-4.453116228715737,7.328308269634291,0.04266443980516526
12,-0.2822558864586569,-7.846764686088255,2.0915418708052282
13,0.1978656210340889,1.6709613699228625,0.840609785707328
14,-0.40209976480751025,1.9572855416672845,-1.382820390937099
15,0.8244231188093333,-1.3382577493968706,-0.3638926723272531
16,-0.6042009406875303,-0.36757616277315436,-1.1296282019952275
17,-0.9090038302999364,0.8643540116773988,0.22844029827453
18,-2.4543745629704685,-0.8052338143693746,1.6540554372408471
19,-5.6571178296126465,1.117004902308965,-0.4228548978728812
20,0.3562113235765655,-0.1625537052991139,2.381080351677713
21,-0.9443237110864084,-5.031488418538543,-3.6074307583126983
22,-0.24291465239843915,-0.5743658638332833,-1.759042649124384
23,-3.4467177021057855,-1.3399011731595252,1.3947133059863752
24,-10.026348065194874,12.105949101745654,4.8644207307512115
25,-3.1352245362753863,2.659389923563268,-5.611715145802172
26,1.2978494696771903,-0.34868629042641974,0.014213011442700683
27,-0.24351976753600602,3.8522697135972086,-1.091540511765634
28,-1.518276915895591,2.466945179972375,-0.8076286497392358
29,-1.9406199730364369,0.3490342999730806,0.8538046512817494
30,-0.9114572270508139,-1.250685059741928,0.8210889503473454
31,2.3341297355548707,-1.0351479905718117,-0.06623035377179085
32,-0.02829111389943201,2.057307890480094,-0.2623128921383445
33,1.4327643605871305,0.8254198395599337,-0.4180759545351545
34,1.4766943939754398,-1.4748813468363327,-1.420263649054103
35,-6.226031458647549,2.667864305747666,-0.5889026783078688
36,0.5897235628825979,3.418139775312972,-2.864203929321915
37,-5.232231590203037,-1.1703824447343154,2.5873743053687743
38,-4.731722244240083,-2.8993201301041367,2.8262534650271527
39,-5.340497415610052,2.3306692165118554,4.768966406649368
40,-2.532169408645713,1.9332215584974686,0.35894619813186834
41,-1.154472745552303,-0.43206797543343356,2.043106571257168
42,-5.110760693160794,2.128052474414946,3.258168011442642
43,-0.3846912730055804,2.5083979274844097,5.319298688879345
44,-1.99763626837292,-2.512773477507133,-3.106825411879533
45,1.5147183840572715,-0.9303827943479424,1.5821553226029323
46,-0.2293143885375355,-1.9588664052552447,-0.7163173137672931
47,1.4633358345759917,3.54967136106852,-13.654300136300868
48,1.0965148045243138,0.10283684187047072,-0.45240070943186367
49,3.7835131070209713,3.4431906131703327,-2.968828920671051
50,-6.340516641895369,5.617632750042904,4.079934083871636
51,2.2825907013726754,-1.7271895618697688,0.15602771997895765
52,2.0471990801192685,-5.336693302931773,-4.082567884757943
